nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0102787	Eddie Bracken	1915	2002	actor,soundtrack	tt0036891,tt0085995,tt0104431,tt0037077
nm0102818	Charles Brackett	1892	1969	writer,producer	tt0046435,tt0052948,tt0043014,tt0037884
nm0102824	Leigh Brackett	1915	1978	writer	tt0038355,tt0080684,tt0053221,tt0070334
nm0102827	Sarah Brackett	1938	1996	actress	tt0497229,tt0249087,tt0061387,tt0196278
nm0102903	Malcolm Bradbury	1932	2000	writer,miscellaneous	tt0101974,tt0099698,tt0092379,tt0112701
nm0102946	Bernard Braden	1916	1993	actor,producer,writer	tt1907998,tt0054901,tt0054790,tt0054614
nm0103043	John Bradford	1919	1998	writer,miscellaneous,producer	tt0063902,tt0348006,tt0056767,tt0147747
nm0103048	Lane Bradford	1922	1973	actor,stunts	tt0042600,tt0045352,tt0180105,tt0046275
nm0103071	Richard Bradford	1934	2016	actor	tt0094226,tt0095853,tt0089470,tt0060232
nm0103075	Roark Bradford	1896	1948	writer	tt0027700,tt0374370,tt0989125
nm0103457	Michael Bradsell	1933	NA	editor,assistant_director,composer	tt0203053,tt0097499,tt0114846,tt0085859
nm0103475	Charles Bradshaw	1907	1980	music_department,composer,soundtrack	tt0028400,tt0034240,tt0037077,tt0035415
nm0103581	Brandon Brady	1931	1999	actor,writer,miscellaneous	tt0054518,tt0058796,tt0061594,tt0989125
nm0103627	Frederick Brady	1912	1961	writer,actor,soundtrack	tt0047738,tt0038952,tt0051247,tt0037631
nm0103669	Leo Brady	1917	1984	writer,music_department	tt0265612,tt0042428,tt0040051,tt0044284
nm0103737	Terence Brady	1939	2016	writer,actor,script_department	tt0080261,tt0085067,tt0072551,tt0054518
nm0103804	Brannon Braga	1965	NA	producer,writer,miscellaneous	tt0111280,tt1441135,tt0117731,tt0092455
nm0103905	Melvyn Bragg	1939	NA	producer,writer,editor	tt0077082,tt0063443,tt0070239,tt0259792
nm0103975	John Brahm	1893	1982	director,assistant_director,production_manager	tt0037024,tt0052520,tt0039829,tt0044905
nm0104051	Justin Braine	NA	NA	actor	tt0138574,tt0108709,tt0088580,tt0117631
nm0104172	Richard Bramall	NA	NA	director,producer,miscellaneous	tt1245421,tt0081943,tt0198163,tt0068069
nm0104183	Wilfrid Brambell	1912	1985	actor,soundtrack	tt0057785,tt0069311,tt0056095,tt0058182
nm0104275	Viktoria Brams	1944	NA	actress,miscellaneous	tt0065694,tt0103487,tt0192939,tt4455700
nm0104279	David Bramson	1911	1978	writer	tt0050983,tt0041038
nm0104392	Armando Brancia	1917	1997	actor	tt0075115,tt0071129,tt0076400,tt0195699
nm0104447	Christianna Brand	1907	1988	writer	tt0038577,tt0039611,tt1415283,tt0396752
nm0104481	Joshua Brand	1950	NA	writer,producer,director	tt2149175,tt0101124,tt0083483,tt0098878
nm0104487	Larry Brand	1949	2019	writer,director,actor	tt2387589,tt0220506,tt1297921,tt0357468
nm0104498	Martina Brand	NA	NA	writer	tt0112235,tt0112239,tt0806910,tt0121941
nm0104503	Millen Brand	1906	1980	writer	tt0040051,tt0040806
nm0104572	Marc Brandel	1919	1994	writer,miscellaneous,producer	tt0058846,tt0048893,tt0053496,tt0056745
nm0104758	Dorothy Brandon	NA	NA	writer	tt0022240,tt0032884,tt0017240,tt0327249
nm0104770	Henry Brandon	1912	1990	actor,soundtrack,miscellaneous	tt0049730,tt0024852,tt0074156,tt0046534
nm0105147	H.C. Branner	1903	1966	writer	tt7900012,tt0050561,tt4280482,tt0061058
nm0105462	Keefe Brasselle	1923	1981	actor,soundtrack,writer	tt0057739,tt0043924,tt0041700,tt0045720
nm0105510	John Bratby	1928	1992	art_department,writer	tt0086762,tt0051739,tt1384817
nm0105564	Harald Bratt	1897	1967	writer,miscellaneous	tt0042878,tt0130136,tt0031563,tt1445800
nm0105657	Jürgen Brauer	1938	NA	director,cinematographer,writer	tt0085525,tt0100573,tt0089230,tt0081711
nm0105826	Michael Braun	1930	2014	director,writer,actor	tt0086391,tt0061289,tt0059990,tt0054541
nm0105886	Pierre Braunberger	1905	1990	producer,actor,writer	tt0021321,tt0054389,tt0056663,tt0243194
nm0105979	Thomas Braut	1930	1979	actor,miscellaneous	tt0056275,tt0067163,tt0300438,tt0380972
nm0106152	Patrick Brawn	1919	1980	miscellaneous,writer,actor	tt0050240,tt0054518,tt0161126,tt0139894
nm0106190	Barbara Bray	1924	2010	writer	tt0441950,tt0073029,tt0250914
nm0106387	Rossano Brazzi	1916	1994	actor,writer,soundtrack	tt0082377,tt0052225,tt0046754,tt0064505
nm0106505	Irving Brecher	1914	2008	producer,writer,director	tt0041590,tt0047762,tt0045171,tt0037059
nm0106517	Bertolt Brecht	1898	1956	writer,soundtrack,music_department	tt0055932,tt0101761,tt1213663,tt0155267
nm0106563	Andy Breckman	1955	NA	writer,producer,actor	tt0250687,tt5361394,tt0072562,tt0312172
nm0106657	James Bree	1923	2008	actor	tt0056751,tt0071059,tt0419703,tt0064757
nm0106764	Richard L. Breen	1918	1967	writer,script_department,director	tt0040367,tt0040599,tt0056526,tt0046435
nm0106937	Fred Breinersdorfer	1946	NA	writer,producer,director	tt1287357,tt0099728,tt1452645,tt0426578
nm0107082	Lucille Bremer	1917	1996	actress,soundtrack	tt0040075,tt0040153,tt0038262,tt0037059
nm0107288	Frederick Hazlitt Brennan	1901	1962	writer,soundtrack	tt0047750,tt0096794,tt0020408,tt0035959
nm0107339	Kevin Brennan	1920	1998	actor	tt0067128,tt0041340,tt0053137,tt0421372
nm0107357	Michael Brennan	1912	1982	actor,stunts	tt0197861,tt0074035,tt0059800,tt0421372
nm0107366	Neal Brennan	NA	NA	writer,producer,director	tt0120693,tt0072562,tt0353049,tt1226229
nm0107448	Alfred Brenner	1916	2011	writer	tt0049992,tt0061277,tt0047756,tt0053993
nm0107522	Wolfgang Brenner	NA	NA	writer,director,actor	tt0425275,tt0246364,tt0115175,tt0806910
nm0107575	George Brent	1904	1979	actor,soundtrack	tt0030287,tt0024008,tt0039279,tt0031835
nm0107597	Peter Brent	NA	NA	writer	tt0212699,tt0266254,tt0263693
nm0107603	Simon Brent	1937	2008	actor,producer	tt0129717,tt0067934,tt0064607,tt0165593
nm0107623	Howard Brenton	1942	NA	writer	tt1595052,tt0160904,tt0088501,tt0165592
nm0107724	Jerry Bresler	1908	1977	producer,production_manager,writer	tt0061452,tt0037038,tt0035981,tt0052365
nm0107737	John Breslin	1929	2009	actor,miscellaneous	tt0416361,tt0056751,tt0164301,tt0161126
nm0107805	Bernard Bresslaw	1934	1993	actor,soundtrack	tt0068339,tt0062782,tt0065525,tt0085811
nm0107950	Jeremy Brett	1933	1995	actor,soundtrack	tt0049934,tt0058385,tt0685628,tt0095330
nm0107960	Leonard Brett	1906	1959	producer,director,writer	tt0441950,tt0989125,tt1907998,tt4277530
nm0107968	Peter Brett	1940	NA	actor,writer	tt0259792,tt0079470,tt0063893,tt0057073
nm0108004	Jürgen Bretzinger	1954	NA	director,camera_department,writer	tt0806910,tt0082096,tt0451193,tt0101919
nm0108108	George Emerson Brewer Jr.	1899	1968	writer,director	tt0047732,tt0057531,tt0047756,tt0031210
nm0108163	Jameson Brewer	1916	2003	writer,script_department,miscellaneous	tt0202179,tt0050579,tt0069732,tt0063193
nm0108406	David Brian	1914	1993	actor,writer	tt0047086,tt0041373,tt0041513,tt0041172
nm0108571	Jules Bricken	1915	1987	director,producer,writer	tt0050034,tt0044248,tt0041024,tt0050064
nm0108707	Alan Bridges	1927	2013	director,producer,actor	tt0176357,tt0070180,tt0073501,tt0165592
nm0108791	Ronald Bridges	1940	NA	actor,soundtrack	tt0059085,tt0058853,tt0061179,tt0041669
nm0108817	Leslie Bridgewater	1893	1975	soundtrack,composer,music_department	tt0041982,tt0040080,tt0027347,tt0177258
nm0108833	James Bridie	1888	1951	writer	tt0042004,tt0042465,tt0030998,tt0029611
nm0108858	Andrew Briedis	1984	NA	actor,writer,miscellaneous	tt3339966,tt10324166,tt0072562
nm0108961	Eugène Brieux	1858	1932	writer	tt0003815,tt0339682,tt0191404,tt0260839
nm0109118	Harold Brighouse	1882	1958	writer	tt0164233,tt0021965,tt0047094,tt0131425
nm0109205	Homer Brightman	1901	1988	writer	tt0046593,tt0042332,tt0039404,tt0041094
nm0109464	Bill Brind	NA	NA	producer,editor,director	tt0226850,tt0076142,tt0166760,tt0132082
nm0109483	Madge Brindley	1901	1968	actress,soundtrack	tt0047094,tt0411813,tt0264345,tt0412686
nm0109497	Günter Briner	NA	NA	actor	tt0793361,tt0061009,tt0239545,tt0217207
nm0109519	Peter F. Bringmann	1946	NA	director,writer,editor	tt8888284,tt0081620,tt0114572,tt0085660
nm0109608	Don Brinkley	1921	2012	writer,producer,miscellaneous	tt0047739,tt0063928,tt0078704,tt0061265
nm0109622	William Brinkley	1917	1993	writer	tt2402207,tt0050327,tt0046587
nm0110119	Paul Britten Austin	1922	2005	writer	tt0165592
nm0110133	Gerry O'Hara	1924	NA	assistant_director,director,writer	tt0057590,tt0075561,tt0078867,tt0054518
nm0110231	Tony Britton	1924	2019	actor	tt0066449,tt0069947,tt0067805,tt0164272
nm0110407	Philip Broadley	1922	2008	writer,actor	tt0058846,tt0063893,tt0055701,tt0062583
nm0110480	Peter Brocco	1903	1992	actor	tt0073486,tt0054331,tt0086491,tt0098621
nm0110554	Cecil Brock	1915	1999	actor	tt0989125,tt0050015,tt0051286,tt0053496
nm0110832	Patricia Broderick	1925	2003	writer,producer	tt0116635,tt2199914
nm0110958	Oscar Brodney	1907	2008	writer,producer,soundtrack	tt0042546,tt0052387,tt0041400,tt0047030
nm0111046	Larry Brody	NA	NA	writer,producer,miscellaneous	tt0098917,tt0203268,tt0081859,tt10091220
nm0111097	Josh Broecker	1963	NA	director,writer,actor	tt8613238,tt0399656,tt0806910,tt1143136
nm0111302	Hervé Bromberger	1918	1993	director,writer,assistant_director	tt0157673,tt0133572,tt0056388,tt0157786
nm0111313	Louis Bromfield	1896	1956	writer	tt0021280,tt0048538,tt0032643,tt0031835
nm0111357	Alan Bromly	1915	1995	producer,director,actor	tt0140733,tt1673438,tt0989125,tt0423702
nm0111576	Charlotte Brontë	1816	1855	writer	tt0036969,tt0009831,tt3010252,tt1229822
nm0111577	Emily Brontë	1818	1848	writer	tt0245615,tt0104181,tt0032145,tt8907052
nm0111623	Faith Brook	1922	2012	actress	tt0087980,tt0081809,tt0082351,tt0069654
nm0111645	Lyndon Brook	1926	2004	actor,writer	tt0498955,tt0054324,tt0161126,tt0054518
nm0111656	Peter Brook	1925	NA	writer,director,miscellaneous	tt0060668,tt0057261,tt0063675,tt0097810
nm0111756	Tim Brooke-Taylor	1940	2020	actor,writer,miscellaneous	tt0051265,tt0061233,tt0298635,tt0065296
nm0112021	Hindi Brooks	1926	2011	writer,miscellaneous	tt0081909,tt0063928,tt0068149,tt0085048
nm0112032	Jack Brooks	1912	1971	soundtrack,music_department,composer	tt0116213,tt0051201,tt0093565,tt0096933
nm0112053	Jeremy Brooks	1926	1994	writer	tt0058853,tt0062089,tt0062503,tt0159876
nm0112150	Max Brooks	1972	NA	writer,actor,miscellaneous	tt0072562,tt2034800,tt1695897,tt0816711
nm0112203	Rand Brooks	1918	2003	actor,miscellaneous,director	tt0031381,tt0436502,tt0039213,tt0030079
nm0112211	Ray Brooks	1939	NA	actor	tt0069847,tt1461383,tt0068190,tt0059362
nm0112394	Brigid Brophy	1929	1995	miscellaneous,writer	tt6428260,tt1281254,tt0058853,tt1578678
nm0112741	Heywood Hale Broun	1918	2001	actor,writer	tt0043238,tt0041037,tt0044284,tt0104452
nm0112939	William H. Brown Jr.	NA	NA	producer,director	tt0043228,tt0040051,tt0051312,tt0479328
nm0112944	A. Whitney Brown	1952	NA	writer,actor	tt0096708,tt0166039,tt12290974,tt0072562
nm0112945	A.J. Brown	1897	1978	actor	tt0061253,tt0047706,tt0054518,tt0162077
nm0112956	Adrian Brown	1929	2019	director,producer	tt0989125,tt1934609,tt1646046,tt0159884
nm0113020	Andrew Brown	1938	1994	producer,writer,script_department	tt0080212,tt0969784,tt0074049,tt0085044
nm0113077	Barry Brown	1951	1978	actor	tt0068245,tt0078087,tt0071385,tt0063955
nm0113126	Billy Brown	NA	NA	writer,producer,miscellaneous	tt1765510,tt2788518,tt0111987,tt0439410
nm0113360	David Brown	1916	2010	producer	tt0105151,tt0088933,tt0073195,tt0120647
nm0113498	Edwin Brown	NA	1999	actor	tt0075511,tt0066674,tt0066730,tt0054518
nm0113505	Eleonora Brown	1948	NA	actress,producer	tt0054931,tt0063482,tt0063580,tt0054749
nm0113582	Fredric Brown	1906	1972	writer	tt0060028,tt0041037,tt6249648,tt0043238
nm0113624	George Carleton Brown	1917	1979	writer,producer	tt0053506,tt0057738,tt0033343,tt0036619
nm0113627	George H. Brown	1913	2001	producer,writer,production_manager	tt0043658,tt0054391,tt0054696,tt0045681
nm0113865	Joe Brown	1941	NA	music_department,actor,soundtrack	tt0079738,tt0226362,tt0091538,tt0195341
nm0113942	June Brown	1927	NA	actress,soundtrack,miscellaneous	tt0087730,tt0069273,tt0079592,tt0088512
nm0114112	Lionel Brown	1888	1964	writer	tt0048882,tt0158111,tt0043051,tt1356379
nm0114386	Pamela Brown	1917	1975	actress	tt0035153,tt0056937,tt0055598,tt0053247
nm0114436	Phil Brown	1916	2006	actor,director,producer	tt0076759,tt0103939,tt0038116,tt0078346
nm0114533	Robert Brown	1921	2003	actor	tt0093428,tt0097742,tt0086034,tt0090264
nm0114602	Rowland Brown	1897	1963	writer,director,miscellaneous	tt0029870,tt0020836,tt0022990,tt0023818
nm0114915	William Lyon Brown	1907	1971	actor	tt0054518,tt4280486,tt0060782,tt0196252
nm0114957	Angela Browne	1938	2001	actress	tt0054518,tt0054342,tt0086661,tt0061287
nm0115006	Howard Browne	1908	1999	writer,miscellaneous,producer	tt0051247,tt0061277,tt0054539,tt0060009
nm0115082	Thomas Browne	NA	NA	writer	tt0235618,tt0441950,tt0030569,tt0989125
nm0115097	Wynyard Browne	1911	1964	writer	tt0441950,tt0989125,tt0047094,tt5188474
nm0115100	Anthea Browne-Wilkinson	1924	1982	director,script_department,producer	tt0397776,tt0059963,tt0214350,tt0403754
nm0115141	Alan Browning	1926	1979	actor	tt0054518,tt0280280,tt0065922,tt0426728
nm0115185	Kirk Browning	1921	2008	director,producer,assistant_director	tt0176357,tt0165042,tt0159876,tt0220822
nm0115429	Brenda Bruce	1919	1996	actress	tt0092335,tt0095530,tt0054167,tt0421971
nm0115452	David Bruce	1916	1976	actor,soundtrack	tt0037859,tt0034742,tt0037302,tt0036125
nm0115482	George Bruce	1898	1974	writer,director	tt0030090,tt0033082,tt0031619,tt0030031
nm0115513	John Bruce	NA	NA	director,miscellaneous,producer	tt1382578,tt0094525,tt0075592,tt0086661
nm0115523	Judith Bruce	1937	NA	actress	tt0331739,tt0081522,tt0053365,tt0054518
nm0115535	Lesley Bruce	NA	NA	writer	tt1778975,tt0297626,tt0820333,tt0165592
nm0115558	Nigel Bruce	1895	1953	actor,soundtrack	tt0032976,tt0035318,tt0034248,tt0036348
nm0115669	Clyde Bruckman	1894	1955	writer,director,producer	tt0020876,tt0017925,tt0015324,tt0319966
nm0115689	William Bruckner	1915	1987	writer,director	tt0035394,tt0045409,tt0034681,tt0058801
nm0115834	Werner Bruhns	1928	1977	actor,writer,sound_department	tt1611026,tt0065268,tt0074084,tt0071935
nm0116040	Natja Brunckhorst	1966	NA	actress,writer,director	tt0082176,tt0362856,tt0246853,tt0203632
nm0116385	John Brunner	1934	1995	writer	tt5966828,tt0062355,tt0058836,tt11185458
nm0116897	Arthur Q. Bryan	1899	1959	actor,soundtrack	tt0041838,tt0036941,tt0032795,tt0032390
nm0116961	John Bryan	1911	1969	art_director,producer,production_designer	tt0057877,tt0040662,tt0038574,tt0038390
nm0117028	John Bryans	NA	1989	actor	tt0420626,tt0206478,tt0076987,tt0280280
nm0117136	John Bryant	1916	1989	actor	tt0045075,tt0055001,tt0052602,tt0043228
nm0117188	Michael Bryant	1928	2002	actor	tt0064382,tt0069198,tt0116477,tt0067483
nm0117226	Sandra Bryant	1945	NA	actress	tt0060023,tt0390761,tt0297621,tt0066585
nm0117269	Paul Bryar	1910	1985	actor	tt0039899,tt0064115,tt0038366,tt0034929
nm0117317	Bill Bryden	1942	NA	producer,director,writer	tt0155756,tt1601983,tt0092580,tt10863404
nm0117578	Jacques Brécourt	NA	NA	actor,stunts	tt0191874,tt0233096,tt0078549,tt0084340
nm0117582	Uli Brée	1964	NA	writer,actor,director	tt0806910,tt0235898,tt6076416,tt9806222
nm0117634	Reiner Brönneke	1929	1995	actor,director,writer	tt0201070,tt0072244,tt1808072,tt0175713
nm0117697	Anna Brüggemann	1981	NA	actress,writer	tt2208144,tt0768221,tt3465916,tt1391481
nm0117698	Dietrich Brüggemann	1976	NA	director,actor,writer	tt1391481,tt0806910,tt3465916,tt4711952
nm0117702	Stephan Brüggenthies	1968	NA	writer,composer,director	tt0338756,tt1410069,tt0286065,tt0246929
nm0117929	Franziska Buch	1960	NA	director,writer,producer	tt1543017,tt0386327,tt0256739,tt0232899
nm0117955	John Buchan	1875	1940	writer	tt0393017,tt0026029,tt0053354,tt5436536
nm0118000	Edgar Buchanan	1903	1979	actor,soundtrack	tt0035450,tt0046303,tt0040166,tt0056412
nm0118018	James D. Buchanan	NA	NA	writer,producer,miscellaneous	tt0065317,tt0083468,tt0073972,tt0060009
nm0118054	Morris Buchanan	1923	2014	actor	tt0075263,tt0044435,tt0069897,tt0048465
nm0118190	Martin Buchhorn	1944	NA	producer,director,script_department	tt0201662,tt0109104,tt0806910,tt0127263
nm0118341	Craig Buck	NA	NA	writer,producer,miscellaneous	tt0077031,tt0078591,tt0085110,tt0078579
nm0118344	David Buck	1936	1989	actor,writer,soundtrack	tt0085052,tt0083791,tt0165050,tt0077869
nm0118645	Keith Buckley	1941	NA	actor	tt0082348,tt0076752,tt0068130,tt0273399
nm0118758	Robert Buckner	1906	1989	writer,producer,miscellaneous	tt0053508,tt0043361,tt0040744,tt0035575
nm0118778	Colin Bucksey	1946	NA	director,producer,camera_department	tt1839578,tt0903747,tt0275832,tt2802850
nm0118900	Moura Budberg	NA	1974	writer,miscellaneous,actress	tt0052950,tt0055383,tt0063569,tt0066454
nm0119126	Urs Buehler	1959	NA	camera_department,writer,script_department	tt0806910,tt0246346,tt1329232,tt0245993
nm0119322	Conrad Buff IV	1948	NA	editor,visual_effects,editorial_department	tt0103064,tt0120338,tt0096754,tt0111503
nm0119423	Gordon Buford	NA	NA	writer	tt0064603,tt0400497,tt0046593,tt0076137
nm0119425	Kenny Buford	1965	NA	producer,writer,miscellaneous	tt0117891,tt0406438,tt0103488,tt0097216
nm0119567	Kitty Buhler	1922	2004	writer	tt0051476,tt0057795,tt0052522,tt0045414
nm0119888	Mikhail A. Bulgakov	1891	1940	writer	tt0405571,tt0070233,tt4899504,tt6536520
nm0119964	Donald Bull	1913	1993	writer,script_department,actor	tt0140971,tt0030774,tt0041285,tt0031055
nm0119988	Peter Bull	1912	1984	actor,writer,soundtrack	tt0068190,tt0057590,tt0043265,tt0057012
nm0120420	Stephen Bundy	NA	NA	production_designer,art_department,costume_designer	tt4473260,tt0385454,tt0268069,tt0054536
nm0120437	Frank Bunetta	1916	1978	director,miscellaneous,producer	tt0254897,tt0051313,tt0324756,tt0051312
nm0120607	Carol Bunyan	NA	NA	writer,assistant_director	tt0762803,tt0096527,tt0165592,tt0093026
nm0120658	Victor Buono	1938	1982	actor	tt0065462,tt0056687,tt0058213,tt0058529
nm0120760	Anne Burnaby	1922	1999	writer	tt0050773,tt0046561,tt0053141,tt0044605
nm0120814	Noël Burch	1932	NA	director,writer,miscellaneous	tt5269072,tt0436050,tt1772382,tt11136672
nm0120926	Hugh Burden	1913	1985	actor,writer	tt0161173,tt0989125,tt0166424,tt0035153
nm0121169	Stuart Burge	1918	2002	director,producer,actor	tt0173599,tt0061973,tt0058846,tt0092462
nm0121200	Hans Burger	1909	1990	director,writer,producer	tt0355907,tt0232189,tt0221029,tt0195616
nm0121256	Anthony Burgess	1917	1993	script_department,writer,soundtrack	tt0082484,tt0066921,tt0059880,tt0075520
nm0121261	Bobby Burgess	1941	NA	soundtrack,actor	tt0055660,tt0046593,tt0047749,tt0051267
nm0121584	Alan Burke	1927	2007	producer,director,writer	tt0384288,tt0259760,tt0380106,tt0375445
nm0121588	Alfred Burke	1918	2011	actor,writer,soundtrack	tt0295297,tt0059496,tt0054518,tt0058842
nm0121667	Edwin J. Burke	1889	1944	writer,script_department,director	tt0026822,tt0021635,tt0020949,tt0025579
nm0121734	John Burke	1922	2011	script_department,writer,miscellaneous	tt0891379,tt0088513,tt0062292,tt0054840
nm0122079	Robert Burks	1909	1968	cinematographer,special_effects,editorial_department	tt0052357,tt0048728,tt0047396,tt0044079
nm0122254	Jonathan Burn	1939	NA	actor	tt0054518,tt0061253,tt0056751,tt0086705
nm0122288	Rosamond Burne	1910	1975	actress	tt0072925,tt0173591,tt1346919,tt0066052
nm0122326	Susan Burnet	1938	2010	actress	tt0990935,tt0054029,tt0403808,tt0914702
nm0122417	Murray Burnett	1910	1997	writer,director	tt0042115,tt0044265,tt0034583,tt0047719
nm0122446	W.R. Burnett	1899	1982	writer,script_department	tt0057115,tt0035530,tt0033717,tt0021079
nm0122484	Sheila Burnford	1918	1984	writer	tt0116552,tt0057180,tt0107131,tt0046593
nm0122505	Jeremy Burnham	1931	NA	actor,writer,miscellaneous	tt0396304,tt0054518,tt0050450,tt0055701
nm0122541	Fred Burnley	1933	1975	editor,director,producer	tt0068996,tt0068130,tt0050212,tt0200358
nm0122576	Bart Burns	1918	2007	actor,writer	tt0083967,tt0050039,tt0058576,tt0070212
nm0122698	Jack Burns	1933	2020	actor,writer,producer	tt0120838,tt0079588,tt0074028,tt0075598
nm0122731	Judy Burns	NA	NA	writer,miscellaneous,producer	tt0060028,tt0071054,tt0088559,tt0083437
nm0122753	Larry Burns	1911	1983	actor	tt0053759,tt0054518,tt0298698,tt0040761
